Date,Open,High,Low,Close,Volume
01/05/2022,37713.26563,38627.85938,37585.78906,38469.09375,27002760110
02/05/2022,38472.18750,39074.97266,38156.56250,38529.32813,32922642426
03/05/2022,38528.10938,38629.99609,37585.62109,37750.45313,27326943244
04/05/2022,37748.01172,39902.94922,37732.05859,39698.37109,36754404490
05/05/2022,39695.74609,39789.28125,35856.51563,36575.14063,43106256317
06/05/2022,36573.18359,36624.35938,35482.13281,36040.92188,37795577489
07/05/2022,36042.50391,36129.92578,34940.82422,35501.95313,24375896406
08/05/2022,35502.94141,35502.94141,33878.96484,34059.26563,36763041910
09/05/2022,34060.01563,34222.07422,30296.95313,30296.95313,63355494961
10/05/2022,30273.65430,32596.30859,29944.80273,31022.90625,59811038817
11/05/2022,31016.18359,32013.40234,28170.41406,28936.35547,70388855818
12/05/2022,28936.73438,30032.43945,26350.49023,29047.75195,66989173272
13/05/2022,29030.91016,30924.80273,28782.33008,29283.10352,42841124537
14/05/2022,29285.64258,30192.80273,28702.91016,30101.26563,28579868620
15/05/2022,30098.58594,31308.19141,29527.74023,31305.11328,25835372065
16/05/2022,31304.37500,31305.34180,29251.88477,29862.91797,32613897286
17/05/2022,29862.40820,30694.49023,29570.30273,30425.85742,29101473475
18/05/2022,30424.47852,30618.71680,28720.27148,28720.27148,31285268319
19/05/2022,28720.35938,30430.75195,28708.95508,30314.33398,33773447707
20/05/2022,30311.11914,30664.97656,28793.60547,29200.74023,30749382605
21/05/2022,29199.85938,29588.86914,29027.39453,29432.22656,17274840442
22/05/2022,29432.47266,30425.86133,29275.18359,30323.72266,21631532270
23/05/2022,30309.39648,30590.58594,28975.56055,29098.91016,31483454557
24/05/2022,29101.12500,29774.35547,28786.58984,29655.58594,26616506245
25/05/2022,29653.13477,30157.78516,29384.94922,29562.36133,27525063551
26/05/2022,29564.77734,29834.16016,28261.90625,29267.22461,36774325352
27/05/2022,29251.14063,29346.94336,28326.61328,28627.57422,36582005748
28/05/2022,28622.62500,28814.90039,28554.56641,28814.90039,35519577634
29/05/2022,29019.86719,29498.00977,28841.10742,29445.95703,18093886409
30/05/2022,29443.36523,31949.63086,29303.57227,31726.39063,39277993274
31/05/2022,31723.86523,32249.86328,31286.15430,31792.31055,33538210634
01/06/2022,31792.55469,31957.28516,29501.58789,29799.08008,41135817341
02/06/2022,29794.89063,30604.73438,29652.70508,30467.48828,29083562061
03/06/2022,30467.80664,30633.03516,29375.68945,29704.39063,26175547452
04/06/2022,29706.13867,29930.56445,29500.00586,29832.91406,16588370958
05/06/2022,29835.11719,30117.74414,29574.44922,29906.66211,17264085441
06/06/2022,29910.28320,31693.29102,29894.18750,31370.67188,31947336829
07/06/2022,31371.74219,31489.68359,29311.68359,31155.47852,40770974039
08/06/2022,31151.48047,31253.69141,29944.40430,30214.35547,30242059107
09/06/2022,30215.27930,30609.31055,30020.26563,30111.99805,21692004719
10/06/2022,30110.33008,30245.80859,28978.14648,29083.80469,29867476527
11/06/2022,29084.66602,29401.91602,28236.21289,28360.81055,27246574439
12/06/2022,28373.51367,28502.68555,26762.64844,26762.64844,34163220274
13/06/2022,26737.57813,26795.58984,22141.25781,22487.38867,68204556440
14/06/2022,22487.98633,23018.95117,20950.81836,22206.79297,50913575242
15/06/2022,22196.73047,22642.67188,20178.37695,22572.83984,54912007015
16/06/2022,22576.30469,22868.92188,20265.22656,20381.65039,31183975654
17/06/2022,20385.71875,21243.31250,20326.51953,20471.48242,27132421514
18/06/2022,20473.42578,20736.04102,17708.62305,19017.64258,42009436760
19/06/2022,19010.90234,20683.82227,18067.15234,20553.27148,35329942625
20/06/2022,20553.37109,20913.32227,19689.16992,20599.53711,30818458597
21/06/2022,20594.29492,21620.62891,20415.06250,20710.59766,28970212744
22/06/2022,20719.41406,20835.75000,19848.07813,19987.02930,28574793478
23/06/2022,19986.60742,21135.76172,19950.11719,21085.87695,26188097173
24/06/2022,21084.64844,21472.91797,20777.51172,21231.65625,24957784918
25/06/2022,21233.60938,21520.91406,20964.58594,21502.33789,18372538715
26/06/2022,21496.49414,21783.72461,21016.26953,21027.29492,18027170497
27/06/2022,21028.23828,21478.08984,20620.19922,20735.47852,20965695707
28/06/2022,20731.54492,21164.42383,20228.81250,20280.63477,21381535161
29/06/2022,20281.16992,20364.15625,19937.79102,20104.02344,23552740328
30/06/2022,20108.31250,20141.16016,18729.65625,19784.72656,26267239923
01/07/2022,19820.47070,20632.67188,19073.70898,19269.36719,30767551159
02/07/2022,19274.83594,19371.74805,19027.08203,19242.25586,18100418740
03/07/2022,19242.09570,19558.26953,18966.95117,19297.07617,16390821947
04/07/2022,19297.31445,20258.74805,19063.06641,20231.26172,21594638208
05/07/2022,20225.35352,20635.46680,19341.23242,20190.11523,26715546990
06/07/2022,20194.61914,20595.52930,19823.51172,20548.24609,24598943708
07/07/2022,20547.81445,21771.81641,20296.10352,21637.58789,25814972520
08/07/2022,21637.15430,22314.94141,21257.45313,21731.11719,49899834488
09/07/2022,21716.82813,21877.13867,21445.95703,21592.20703,29641127858
10/07/2022,21591.08008,21591.08008,20727.12305,20860.44922,28688807249
11/07/2022,20856.35352,20856.35352,19924.53906,19970.55664,24150249025
12/07/2022,19970.47461,20043.44531,19308.53125,19323.91406,25810220018
13/07/2022,19325.97266,20223.05273,18999.95313,20212.07422,33042430345
14/07/2022,20211.46680,20789.89453,19689.25781,20569.91992,31158743333
15/07/2022,20573.15625,21138.24414,20397.00000,20836.32813,25905575359
16/07/2022,20834.10352,21514.40430,20518.89844,21190.31641,24302954056
17/07/2022,21195.04102,21600.64063,20778.17969,20779.34375,22927802083
18/07/2022,20781.91211,22633.03320,20781.91211,22485.68945,39974475562
19/07/2022,22467.84961,23666.96289,21683.40625,23389.43359,48765202697
20/07/2022,23393.19141,24196.81836,23009.94922,23231.73242,42932549127
21/07/2022,23233.20117,23388.32227,22431.14844,23164.62891,33631012204
22/07/2022,23163.75195,23671.92773,22603.41602,22714.97852,31421555646
23/07/2022,22706.98438,22977.21094,22002.91016,22465.47852,24021799169
24/07/2022,22465.50977,22974.00195,22306.83984,22609.16406,23565495303
25/07/2022,22607.15625,22649.12109,21361.64258,21361.70117,35574561406
26/07/2022,21361.12109,21361.12109,20776.81641,21239.75391,28624673855
27/07/2022,21244.16992,22986.52930,21070.80664,22930.54883,31758955233
28/07/2022,22933.64063,24110.47070,22722.26563,23843.88672,40212386158
29/07/2022,23845.21289,24294.78711,23481.17383,23804.63281,35887249746
30/07/2022,23796.81836,24572.58008,23580.50781,23656.20703,28148218301
31/07/2022,23652.07031,24121.64258,23275.70313,23336.89648,23553591896
01/08/2022,23336.71875,23464.78711,22890.79688,23314.19922,25849159141
02/08/2022,23308.43359,23415.04102,22710.08398,22978.11719,28389250717
03/08/2022,22981.30273,23578.65039,22747.83594,22846.50781,26288169966
04/08/2022,22848.21484,23198.00977,22485.70117,22630.95703,25120229769
05/08/2022,22626.83398,23422.82813,22612.17773,23289.31445,28881249043
06/08/2022,23291.42383,23326.56250,22961.27930,22961.27930,15978259885
07/08/2022,22963.50586,23359.00977,22894.55664,23175.89063,15886817043
08/08/2022,23179.52734,24203.68945,23176.54688,23809.48633,28575544847
09/08/2022,23811.48438,23898.61523,22982.00000,23164.31836,23555719219
10/08/2022,23162.89844,24127.41406,22771.51953,23947.64258,32837431722
11/08/2022,23948.34570,24822.62891,23900.99609,23957.52930,37127036580
12/08/2022,23957.20313,24412.56641,23657.26563,24402.81836,27265804688
13/08/2022,24402.18750,24860.05078,24346.11523,24424.06836,22987346289
14/08/2022,24429.05664,24974.91406,24206.25977,24319.33398,22994133555
15/08/2022,24318.31641,25135.58984,23839.77539,24136.97266,35123501685
16/08/2022,24126.13672,24228.41602,23733.50000,23883.29102,27753685646
17/08/2022,23881.31641,24407.05859,23243.35352,23335.99805,30931623076
18/08/2022,23341.03906,23563.83203,23177.60156,23212.73828,23747613147
19/08/2022,23213.31250,23213.31250,20868.84766,20877.55273,40509610260
20/08/2022,20872.84180,21350.80664,20856.73047,21166.06055,27595671000
21/08/2022,21160.39258,21668.84570,21103.19727,21534.12109,23102307723
22/08/2022,21531.46289,21531.46289,20939.18359,21398.90820,31666498758
23/08/2022,21401.04492,21646.20313,20955.13867,21528.08789,31878280659
24/08/2022,21526.45508,21783.07617,21195.00586,21395.01953,31962253368
25/08/2022,21395.45898,21789.63672,21362.44141,21600.90430,31028679593
26/08/2022,21596.08594,21804.90820,20199.48242,20260.01953,42326789564
27/08/2022,20262.48047,20340.77539,19890.52344,20041.73828,30116729776
28/08/2022,20041.03516,20139.05469,19616.81445,19616.81445,24366810591
29/08/2022,19615.15430,20357.46289,19600.78516,20297.99414,32637854078
30/08/2022,20298.61133,20542.64453,19617.64063,19796.80859,34483360283
31/08/2022,19799.58203,20420.99023,19799.58203,20049.76367,33225232872
01/09/2022,20050.49805,20198.39063,19653.96875,20127.14063,30182031010
02/09/2022,20126.07227,20401.56836,19814.76563,19969.77148,29123998928
03/09/2022,19969.71875,20037.00977,19698.35547,19832.08789,23613051457
04/09/2022,19832.47070,19999.68945,19636.81641,19986.71289,25245861652
05/09/2022,19988.78906,20031.16016,19673.04688,19812.37109,28813460025
06/09/2022,19817.72461,20155.26953,18800.17188,18837.66797,43403978910
07/09/2022,18837.68359,19427.17188,18644.46680,19290.32422,35239757134
08/09/2022,19289.94141,19417.35156,19076.71484,19329.83398,32194477850
09/09/2022,19328.14063,21439.41016,19310.96289,21381.15234,48469528171
10/09/2022,21376.91211,21760.27539,21168.72266,21680.53906,36913738894
11/09/2022,21678.54297,21770.55273,21406.94531,21769.25586,34493951963
12/09/2022,21770.14844,22439.18164,21603.89648,22370.44922,50212088965
13/09/2022,22371.48047,22673.82031,20062.66992,20296.70703,51091116622
14/09/2022,20184.55469,20467.20117,19793.39648,20241.08984,37872380889
15/09/2022,20242.28906,20318.16602,19636.73438,19701.21094,36389011503
16/09/2022,19704.00586,19870.62891,19400.07617,19772.58398,30123362273
17/09/2022,19777.03320,20162.53125,19777.03320,20127.57617,24957448100
18/09/2022,20127.23438,20127.23438,19387.49219,19419.50586,31254779144
19/09/2022,19418.57227,19639.48047,18390.31836,19544.12891,40177002624
20/09/2022,19545.59180,19602.45703,18813.45508,18890.78906,36791346508
21/09/2022,18891.28320,19674.63086,18290.31445,18547.40039,46363793975
22/09/2022,18534.65039,19456.91016,18415.59180,19413.55078,41135767926
23/09/2022,19412.40039,19464.67188,18617.55273,19297.63867,38896078052
24/09/2022,19296.99023,19310.19727,18861.97461,18937.01172,26149643168
25/09/2022,18936.31055,19134.73242,18696.46875,18802.09766,23359966112
26/09/2022,18803.90039,19274.87305,18721.28516,19222.67188,44148798321
27/09/2022,19221.83984,20338.45508,18915.66797,19110.54688,58571439619
28/09/2022,19104.62109,19688.34375,18553.29688,19426.72070,53071298734
29/09/2022,19427.77930,19589.26563,18924.35352,19573.05078,41037843771
30/09/2022,19573.43164,20109.84961,19265.66211,19431.78906,43975248085
01/10/2022,19431.10547,19471.15430,19231.08203,19312.09570,18719537670
02/10/2022,19311.84961,19370.30859,18970.62109,19044.10742,20765955327
03/10/2022,19044.06836,19653.54297,19025.22656,19623.58008,30484729489
04/10/2022,19623.58398,20380.34375,19523.83984,20336.84375,35887278685
05/10/2022,20335.90039,20343.74805,19801.80078,20160.71680,33223790572
06/10/2022,20161.03906,20408.39258,19900.08789,19955.44336,34711412966
07/10/2022,19957.55859,20041.08594,19395.79297,19546.84961,29227315390
08/10/2022,19546.32813,19601.69531,19299.41406,19416.56836,16437423167
09/10/2022,19417.47852,19542.53906,19349.25977,19446.42578,16837262532
10/10/2022,19446.41602,19515.46680,19102.97852,19141.48438,27425022774
11/10/2022,19139.00000,19241.96094,18925.60352,19051.41797,28711532910
12/10/2022,19052.64648,19203.19922,19029.75781,19157.44531,24950173846
13/10/2022,19156.96680,19453.32813,18319.82227,19382.90430,44219840004
14/10/2022,19382.53320,19889.14648,19115.40820,19185.65625,38452356727
15/10/2022,19185.43750,19212.54102,19019.25000,19067.63477,16192235532
16/10/2022,19068.91406,19389.60352,19068.91406,19268.09375,17988916650
17/10/2022,19268.56250,19635.80273,19173.33398,19550.75781,27472552998
18/10/2022,19550.46680,19666.99414,19144.76953,19334.41602,30580012344
19/10/2022,19335.02734,19348.41602,19127.68750,19139.53516,22425387184
20/10/2022,19138.08594,19315.19922,18971.45898,19053.74023,24493974420
21/10/2022,19053.20313,19237.38477,18770.97070,19172.46875,32459287866
22/10/2022,19172.38086,19248.06836,19132.24414,19208.18945,16104440957
23/10/2022,19207.73438,19646.65234,19124.19727,19567.00781,22128794335
24/10/2022,19567.76953,19589.12500,19206.32422,19345.57227,30202235805
25/10/2022,19344.96484,20348.41211,19261.44727,20095.85742,47761524910
26/10/2022,20092.23633,20938.13477,20076.11719,20770.44141,58895950537
27/10/2022,20772.80273,20854.04492,20255.37305,20285.83594,49625110402
28/10/2022,20287.95703,20724.98047,20086.06836,20595.35156,43994715910
29/10/2022,20595.10352,20988.39453,20566.48438,20818.47656,40369840645
30/10/2022,20817.98242,20917.00586,20547.46289,20635.60352,31486345556
31/10/2022,20633.69531,20795.32031,20287.45898,20495.77344,45668466815
01/11/2022,20494.89844,20647.28906,20359.84570,20485.27344,39819303159
02/11/2022,20482.95898,20742.81055,20087.13477,20159.50391,55552169483
03/11/2022,20162.68945,20382.09570,20086.24023,20209.98828,43228750179
04/11/2022,20208.76953,21209.56055,20188.01953,21147.23047,64072727950
05/11/2022,21144.83203,21446.88672,21097.63477,21282.69141,37846047609
06/11/2022,21285.05664,21345.37695,20920.19141,20926.48633,35082693210
07/11/2022,20924.62109,21053.24609,20489.97266,20602.81641,53510852236
08/11/2022,20600.67188,20664.60742,17603.54492,18541.27148,118992465607
09/11/2022,18543.76172,18590.45898,15682.69238,15880.78027,102905151606
10/11/2022,15883.15820,18054.31250,15834.01856,17586.77148,83202283721
11/11/2022,17583.25195,17650.94336,16543.48242,17034.29297,55871616488
12/11/2022,17036.87500,17066.67578,16651.77539,16799.18555,29717699419
13/11/2022,16799.72266,16920.76563,16320.63477,16353.36523,27209183682
14/11/2022,16352.02832,17109.32422,15872.94141,16618.19922,49630243054
15/11/2022,16617.48438,17051.96289,16542.55078,16884.61328,36599436183
16/11/2022,16884.34180,16960.29492,16430.11133,16669.43945,33925512989
17/11/2022,16670.42578,16726.43945,16460.68359,16687.51758,27868914022
18/11/2022,16687.91211,16947.05859,16564.61133,16697.77734,26862218609
19/11/2022,16696.22070,16797.87695,16570.41016,16711.54688,16106223492
20/11/2022,16712.91992,16746.77930,16248.69238,16291.83203,21313378652
21/11/2022,16291.22363,16291.22363,15599.04688,15787.28418,37429485518
22/11/2022,15782.30078,16253.04785,15656.60645,16189.76953,30726828760
23/11/2022,16195.58887,16638.19336,16170.50293,16610.70703,32958875628
24/11/2022,16611.63672,16771.47461,16501.76758,16604.46484,26129037414
25/11/2022,16602.26953,16603.31641,16388.40430,16521.84180,18678255976
26/11/2022,16521.57617,16666.86328,16416.22852,16464.28125,18000008764
27/11/2022,16463.88281,16594.40625,16437.02539,16444.62695,20443898509
28/11/2022,16440.22266,16482.93359,16054.53027,16217.32227,27743025156
29/11/2022,16217.63965,16522.25781,16139.39648,16444.98242,23581685468
30/11/2022,16445.47656,17190.93750,16445.47656,17168.56641,29523576583
01/12/2022,17168.00195,17197.49805,16888.38867,16967.13281,22895392882
02/12/2022,16968.68359,17088.66016,16877.88086,17088.66016,19539705127
03/12/2022,17090.09766,17116.04102,16888.14063,16908.23633,16217776704
04/12/2022,16908.16992,17157.76758,16903.43945,17130.48633,16824520830
05/12/2022,17128.89453,17378.15234,16922.43164,16974.82617,22209086834
06/12/2022,16975.23828,17091.86328,16939.92188,17089.50391,19889922369
07/12/2022,17089.50586,17109.37695,16750.55859,16848.12695,19675404389
08/12/2022,16847.34961,17267.91602,16788.78320,17233.47461,20496603770
09/12/2022,17232.14844,17280.54688,17100.83594,17133.15234,20328426366
10/12/2022,17134.22070,17216.82617,17120.68359,17128.72461,12706781969
11/12/2022,17129.71094,17245.63477,17091.82031,17104.19336,14122486832
12/12/2022,17102.50000,17212.56445,16899.39453,17206.43750,19617581341
13/12/2022,17206.44141,17930.08594,17111.76367,17781.31836,26634741631
14/12/2022,17782.06641,18318.53125,17739.51367,17815.65039,25534481470
15/12/2022,17813.64453,17846.74414,17322.58984,17364.86523,20964448341
16/12/2022,17364.54688,17505.52539,16584.70117,16647.48438,24031608960
17/12/2022,16646.98242,16800.58984,16614.02930,16795.09180,14463581825
18/12/2022,16795.60938,16815.38672,16697.82031,16757.97656,10924354698
19/12/2022,16759.04102,16807.52734,16398.13672,16439.67969,17221074814
20/12/2022,16441.78711,17012.98438,16427.86719,16906.30469,22722096615
21/12/2022,16904.52734,16916.80078,16755.91211,16817.53516,14882945045
22/12/2022,16818.38086,16866.67383,16592.40820,16830.34180,16441573050
23/12/2022,16829.64453,16905.21875,16794.45898,16796.95313,15329265213
